scenario,frames,fused_frames,raw_fallback_frames,fused_ratio,raw_fallback_ratio,reason_counts,wait_p50_ms,wait_p95_ms,wait_p99_ms,wait_max_ms,gap_p99_ms,gap_max_ms
trackdrive_decision,704,0,704,0.000,1.000,"{""no_fused"": 704}",125.162,129.8389,130.93885,147.656,114.305419921875,131.32568359375
