6.07874	0.0337878	
6.21404	0.027783	
6.34935	0.0220133	
6.48465	0.0164785	
6.61996	0.0111788	
6.75526	0.00611412	
6.89057	0.00128443	
7.02587	-0.00331024	
7.16118	-0.0076699	
7.29648	-0.0117945	
7.43179	-0.0156842	
7.56709	-0.0193388	
7.7024	-0.0227584	
7.8377	-0.025943	
7.97301	-0.0288925	
8.10831	-0.0316071	
8.24362	-0.0340866	
8.37893	-0.0363312	
8.51423	-0.0383407	
8.64954	-0.0401152	
8.78484	-0.0416546	
10.138	-0.0338893	
11.4911	0.0165569	
12.8443	0.109684	
14.1974	0.245492	
15.5506	0.42398	
16.9037	0.645149	
18.2568	0.909	
19.61	1.21553	
20.9631	1.56474	
22.3163	1.95663	
23.6694	2.39121	
25.0226	2.86846	
26.3757	3.3884	
27.7288	3.95101	
29.082	4.55631	
30.4351	5.20429	
31.7883	5.89494	
33.1414	6.62828	
34.4945	7.4043	
11.3623	-0.0261029	
12.6946	-0.000414066	
14.027	0.0415333	
15.3594	0.0997391	
16.6917	0.174203	
18.0241	0.264926	
19.3564	0.371907	
20.6888	0.495147	
22.0212	0.634645	
23.3535	0.790402	
24.6859	0.962417	
26.0183	1.15069	
27.3506	1.35522	
28.683	1.57601	
30.0154	1.81306	
31.3477	2.06637	
32.6801	2.33594	
34.0125	2.62176	
35.3448	2.92384	
36.6772	3.24219	
13.9001	0.0220655	
15.2103	0.0376713	
16.5204	0.0361326	
17.8306	0.0174494	
19.1407	-0.0183784	
20.4509	-0.0713507	
21.7611	-0.141468	
23.0712	-0.228729	
24.3814	-0.333135	
25.6916	-0.454685	
27.0017	-0.59338	
28.3119	-0.74922	
29.622	-0.922204	
30.9322	-1.11233	
32.2424	-1.31961	
33.5525	-1.54402	
34.8627	-1.78559	
36.1729	-2.04429	
37.483	-2.32014	
38.7932	-2.61314	
16.3956	0.0365504	
17.9329	-0.404706	
19.4702	-1.30987	
21.0075	-2.67894	
22.5447	-4.51192	
24.082	-6.8088	
25.6193	-9.56959	
