timestamp,pos_error_m,heading_error_deg,velocity_error_mps,time_diff_s
1662794091.473639,0.650162,0.262661,0.025008,0.000000
1662794091.617258,0.614088,0.731640,0.012640,0.000000
1662794091.758580,0.644087,1.747887,0.000000,0.000000
1662794091.865263,0.725772,1.822377,0.021315,0.000000
1662794091.967272,0.693793,2.270590,0.000000,0.000000
1662794092.088543,0.689008,2.927372,0.024497,0.000000
1662794092.192797,0.745413,3.121496,0.018297,0.000000
1662794092.273529,0.721748,3.096575,0.002945,0.000000
1662794092.378252,0.740795,3.384282,0.000000,0.000000
1662794092.467099,0.722164,3.519880,0.036952,0.000000
1662794092.554907,0.768950,3.801841,0.000000,0.000000
1662794092.637409,0.734065,4.108969,0.008799,0.000000
1662794092.698703,0.788364,4.388269,0.003010,0.000000
1662794092.790081,0.756535,4.552273,0.009202,0.000000
1662794092.871009,0.703126,5.016933,0.051686,0.000000
1662794092.958391,0.766049,5.884521,0.000000,0.000000
1662794092.958391,0.030252,5.884521,0.048691,0.000000
1662794093.023047,0.006992,1.677392,0.000000,0.000000
1662794093.378311,0.657006,5.095339,0.001747,0.000000
1662794093.441882,0.801368,5.284373,0.025968,0.000000
1662794093.504438,0.922081,4.529776,0.000000,0.000000
1662794093.544826,0.782128,5.155763,0.000000,0.000000
1662794093.606113,0.797320,4.674742,0.022420,0.000000
1662794093.667368,0.795834,5.602597,0.000000,0.000000
1662794093.687620,0.761723,4.858137,0.005602,0.000000
1662794093.788595,0.804982,6.632399,0.000000,0.000000
1662794093.852920,0.772835,7.424513,0.000000,0.000000
1662794093.986772,0.718760,9.699647,0.000000,0.000000
1662794094.087695,0.736269,11.595058,0.000000,0.000000
1662794094.250207,0.676823,14.059949,0.000000,0.000000
1662794094.290622,0.664861,14.796725,0.000000,0.000000
1662794094.331085,0.726677,15.611479,0.000000,0.000000
1662794094.452133,0.667716,17.773275,0.000000,0.000000
1662794094.492484,0.651567,18.422380,0.000000,0.000000
1662794094.512684,0.728938,18.881465,0.000000,0.000000
1662794094.633648,0.596718,18.657328,0.000000,0.000000
1662794094.676077,0.589965,18.735203,0.000000,0.000000
1662794094.742118,0.590217,19.076798,0.000000,0.000000
1662794094.783649,0.617149,19.828330,0.000000,0.000000
1662794094.852476,0.567131,19.939050,0.000000,0.000000
1662794094.914235,0.615928,20.736233,0.000000,0.000000
1662794094.994879,0.633649,21.262744,0.000000,0.000000
1662794095.035276,0.591750,21.053775,0.000000,0.000000
1662794095.095801,0.670613,21.319140,0.000000,0.000000
1662794095.136213,0.642430,21.329518,0.000000,0.000000
1662794095.222286,0.605171,20.824013,0.000000,0.000000
1662794095.282940,0.681482,20.814111,0.000000,0.000000
1662794095.405192,0.702985,20.931947,0.000000,0.000000
1662794095.488265,0.731164,20.733675,0.000000,0.000000
1662794095.573452,0.732080,20.743965,0.000000,0.000000
1662794095.593616,0.719747,20.442891,0.000000,0.000000
1662794095.674489,0.757527,20.543469,0.000000,0.000000
1662794095.714846,0.744132,20.501158,0.000000,0.000000
1662794095.780669,0.769251,20.341825,0.000000,0.000000
1662794095.861372,0.781794,20.310878,0.000000,0.000000
1662794095.990655,0.878284,20.100839,0.000000,0.000000
1662794096.093728,0.776081,18.651800,0.000000,0.000000
1662794096.185359,0.877589,18.093638,0.000000,0.000000
1662794096.271120,0.870500,16.873507,0.000000,0.000000
1662794096.291367,0.876285,16.432577,0.000000,0.000000
1662794096.372501,0.837747,15.427637,0.000000,0.000000
1662794096.433239,0.847284,14.989846,0.000000,0.000000
1662794096.515052,0.846366,14.571251,0.000000,0.000000
1662794096.595720,0.829106,13.462901,0.000000,0.000000
1662794096.676922,0.870386,12.499310,0.000000,0.000000
1662794096.798192,0.853198,10.863344,0.000000,0.000000
1662794096.900955,0.860795,9.303295,0.000000,0.000000
1662794096.941325,0.830113,8.427281,0.000000,0.000000
1662794097.083185,0.794684,6.762380,0.000000,0.000000
1662794097.123558,0.791798,5.614235,0.000000,0.000000
1662794097.251827,0.762937,3.830642,0.000000,0.000000
1662794097.393167,0.722909,1.270547,0.024487,0.000000
1662794097.534343,0.671742,2.021775,0.067966,0.000000
1662794097.675956,0.615955,5.090966,0.030607,0.000000
1662794097.736641,0.576822,6.553305,0.000000,0.000000
1662794097.817370,0.527905,8.431557,0.000000,0.000000
1662794097.843643,0.521184,9.161093,0.000000,0.000000
1662794097.924857,0.464574,10.778560,0.000000,0.000000
1662794098.046165,0.371297,13.091874,0.000000,0.000000
1662794098.066808,0.399487,13.740587,0.000000,0.000000
1662794098.173369,0.357600,15.702921,0.000000,0.000000
1662794098.254298,0.303097,17.076741,0.000000,0.000000
1662794098.416117,0.273358,19.774781,0.000000,0.000000
1662794098.537461,0.332535,21.847157,0.000000,0.000000
1662794098.628805,0.412290,23.485122,0.000000,0.000000
1662794098.669752,0.343245,23.433689,0.000000,0.000000
1662794098.776948,0.392125,24.718524,0.000000,0.000000
1662794098.817332,0.435969,25.415856,0.000000,0.000000
1662794098.898157,0.412091,25.102660,0.000000,0.000000
1662794098.982411,0.476769,26.389221,0.000000,0.000000
1662794099.047049,0.512744,27.389903,0.000000,0.000000
1662794099.128435,0.566866,28.570158,0.000000,0.000000
1662794099.209206,0.587654,28.699018,0.000000,0.000000
1662794099.274848,0.568863,28.925522,0.000000,0.000000
1662794099.355642,0.665623,30.921709,0.000000,0.000000
1662794099.456594,0.674350,31.843656,0.000000,0.000000
1662794099.557768,0.829102,34.519622,0.000000,0.000000
1662794099.662096,0.820087,36.880374,0.000000,0.000000
1662794099.722739,0.772007,36.866314,0.000000,0.000000
1662794099.888273,1.011242,40.264218,0.000000,0.000000
1662794100.010619,1.017763,42.587550,0.000000,0.000000
1662794100.137920,1.171970,43.330539,0.000000,0.000000
1662794100.321026,1.302320,47.261660,0.000000,0.000000
1662794100.442420,1.223167,47.126126,0.000000,0.000000
1662794100.566958,1.422767,49.645867,0.000000,0.000000
1662794100.668045,1.405750,49.447859,0.000000,0.000000
1662794100.816455,1.458858,53.975063,0.000000,0.000000
1662794100.998117,1.576794,59.578579,0.000000,0.000000
1662794101.081730,1.384621,61.859201,0.000000,0.000000
1662794101.204229,1.759248,64.751488,0.000000,0.000000
1662794101.264767,1.494594,66.762890,0.000000,0.000000
1662794101.406723,1.484840,71.762397,0.000000,0.000000
1662794101.548212,1.597836,77.798859,0.000000,0.000000
1662794101.644966,1.449479,81.555089,0.000000,0.000000
1662794101.725729,1.671820,84.735123,0.000000,0.000000
1662794101.846723,1.834241,89.804493,0.000000,0.000000
1662794101.951534,1.162899,93.377633,0.000000,0.000000
1662794102.076109,2.379914,96.517762,0.000000,0.000000
1662794102.176952,1.330207,100.444909,0.000000,0.000000
1662794102.237545,2.459620,102.713546,0.000000,0.000000
1662794102.361359,3.579989,104.824519,0.000000,0.000000
1662794102.486698,2.092477,111.053391,0.000000,0.000000
1662794102.588971,7.190119,109.045628,0.000000,0.000000
1662794102.733637,4.081441,76.727010,0.000000,0.000000
1662794102.885676,5.458896,116.850601,0.000000,0.000000
1662794103.047426,6.217437,123.770307,0.000000,0.000000
1662794103.193106,10.492346,132.512190,0.000000,0.000000
1662794103.294590,6.844620,58.812116,0.000000,0.000000
1662794103.436063,5.071036,76.701486,0.000000,0.000000
1662794103.478653,2.382775,73.492575,0.000000,0.000000
1662794103.582415,6.901809,120.225063,0.000000,0.000000
1662794103.684484,5.473841,132.562336,0.000000,0.000000
1662794103.805484,15.481636,129.282545,0.000000,0.000000
1662794103.946925,2.013234,25.101828,0.000000,0.000000
1662794104.133452,0.000000,0.000018,0.000000,0.000000
1662794104.582695,0.000000,0.000002,0.000000,0.000000
1662794104.908879,0.000000,0.000002,0.000000,0.000000
1662794105.215367,0.090685,0.318601,0.031708,0.000000
1662794105.525276,0.056240,0.208738,0.040485,0.000000
1662794105.855122,0.069137,0.252683,0.016830,0.000000
1662794106.204042,0.034569,0.153806,0.081179,0.000000
1662794106.493667,0.130702,0.670162,0.033963,0.000000
1662794106.803318,0.100361,0.604244,0.006739,0.000000
1662794107.098640,0.029053,0.219722,0.009500,0.000000
1662794107.342057,0.029053,0.241694,0.004753,0.000000
1662794107.566619,0.085954,0.758051,0.046516,0.000000
1662794107.813861,0.029053,0.263666,0.040248,0.000000
1662794108.036668,0.000000,0.000006,0.000000,0.000000
1662794108.204274,0.082100,0.856926,0.035690,0.000000
1662794108.426615,0.028146,0.285638,0.018295,0.000000
1662794108.631875,0.000000,0.000006,0.000000,0.000000
1662794108.818706,0.056293,0.571282,0.036206,0.000000
1662794109.044173,0.000000,0.000006,0.000000,0.000000
1662794109.226230,0.084439,0.812981,0.036918,0.000000
1662794109.449173,0.057375,0.560297,0.024698,0.000000
1662794109.657064,0.060505,0.571283,0.017251,0.000000
1662794109.859288,0.129784,1.230463,0.052634,0.000000
1662794110.152559,0.030252,0.175777,0.010494,0.000000
1662794110.523701,0.021797,0.120846,0.032792,0.000000
1662794110.888756,0.057511,0.087889,0.021972,0.000000
1662794111.256447,0.000000,0.000001,0.000000,0.000000
1662794111.568036,0.093319,0.263670,0.059794,0.000000
1662794111.944086,0.000000,0.000002,0.000000,0.000000
1662794112.267266,0.030252,0.120847,0.017541,0.000000
1662794112.598468,0.060505,0.252683,0.001189,0.000000
1662794112.924134,0.066605,0.274655,0.029317,0.000000
1662794113.271364,0.030252,0.164791,0.008321,0.000000
1662794113.575337,0.030252,0.175777,0.010640,0.000000
1662794113.884430,0.000000,0.000004,0.000000,0.000000
1662794114.216103,0.037528,0.131833,0.018555,0.000000
1662794114.503357,0.065675,0.263669,0.002076,0.000000
1662794114.813553,0.039133,0.142819,0.013072,0.000000
1662794115.107937,0.037528,0.142819,0.025753,0.000000
1662794115.402915,0.060505,0.241696,0.025724,0.000000
1662794115.706042,0.060505,0.164793,0.008209,0.000000
1662794116.015015,0.000000,0.000001,0.000000,0.000000
1662794116.324020,0.000000,0.000001,0.000000,0.000000
1662794116.597598,0.069319,0.032959,0.013083,0.000000
1662794116.910566,0.000000,0.000001,0.000000,0.000000
1662794117.223740,0.000000,0.000001,0.000000,0.000000
1662794117.466399,0.103780,0.087890,0.027900,0.000000
1662794117.771582,0.000000,0.000001,0.000000,0.000000
1662794118.064821,0.000000,0.000002,0.000000,0.000000
1662794118.349520,0.039133,0.164791,0.010180,0.000000
1662794118.646777,0.078266,0.351559,0.028553,0.000000
1662794118.913780,0.037528,0.164791,0.037881,0.000000
1662794119.164061,0.103203,0.527340,0.020702,0.000000
1662794119.459679,0.037528,0.197750,0.015396,0.000000
1662794119.743664,0.039133,0.175777,0.014359,0.000000
1662794120.027549,0.108434,0.450436,0.009579,0.000000
1662794120.305882,0.069319,0.241696,0.008639,0.000000
1662794120.566669,0.224667,0.571287,0.035097,0.000000
1662794120.870282,0.043593,0.076903,0.014006,0.000000
1662794121.158567,0.030252,0.043944,0.027447,0.000000
1662794121.445389,0.000000,0.000001,0.000000,0.000000
1662794121.728247,0.030252,0.010986,0.006773,0.000000
1662794122.036647,0.039133,0.043945,0.008245,0.000000
1662794122.324352,0.039133,0.087889,0.006038,0.000000
1662794122.607152,0.039133,0.131833,0.005126,0.000000
1662794122.892536,0.039133,0.131833,0.007274,0.000000
1662794123.187148,0.069319,0.285641,0.014809,0.000000
1662794123.470895,0.037528,0.186764,0.012312,0.000000
1662794123.758502,0.037528,0.252681,0.023704,0.000000
1662794123.974897,0.037528,0.263666,0.005362,0.000000
1662794124.204888,0.000000,0.000006,0.000000,0.000000
1662794124.427816,0.000000,0.000006,0.000000,0.000000
1662794124.674182,0.069319,0.395503,0.031618,0.000000
1662794124.984459,0.000000,0.000003,0.000000,0.000000
1662794125.285553,0.065390,0.120848,0.028470,0.000000
1662794125.612164,0.101019,0.021972,0.000510,0.000000
1662794125.943740,0.060505,0.153808,0.009303,0.000000
1662794126.269925,0.065390,0.307615,0.017403,0.000000
1662794126.578783,0.030252,0.230709,0.045437,0.000000
1662794126.804627,0.030252,0.274652,0.007531,0.000000
1662794126.994429,0.057375,0.593255,0.035921,0.000000
1662794127.204194,0.028146,0.296624,0.012832,0.000000
1662794127.386513,0.085164,0.878899,0.053106,0.000000
1662794127.588636,0.000000,0.000007,0.000000,0.000000
1662794127.778788,0.000000,0.000007,0.000000,0.000000
1662794127.933459,0.030252,0.362541,0.041885,0.000000
1662794128.074873,0.057511,0.725089,0.040027,0.000000
1662794128.258574,0.000000,0.000008,0.000000,0.000000
1662794128.404912,0.021797,0.362540,0.016398,0.000000
1662794128.572289,0.000000,0.000008,0.000000,0.000000
1662794128.715913,0.052537,0.714103,0.032712,0.000000
1662794128.882323,0.052537,0.714103,0.027587,0.000000
1662794129.047119,0.029053,0.340568,0.024274,0.000000
1662794129.249116,0.000000,0.000007,0.000000,0.000000
1662794129.394294,0.056240,0.703116,0.032045,0.000000
1662794129.555815,0.056240,0.637199,0.012098,0.000000
1662794129.784482,0.022181,0.263666,0.045536,0.000000
1662794130.049116,0.000000,0.000005,0.000000,0.000000
1662794130.403867,0.000000,0.000003,0.000000,0.000000
1662794130.748374,0.000000,0.000003,0.000000,0.000000
1662794131.076969,0.034569,0.142819,0.020600,0.000000
1662794131.405013,0.034569,0.153805,0.013054,0.000000
1662794131.734178,0.062186,0.395504,0.028824,0.000000
1662794132.021854,0.095894,0.571285,0.001674,0.000000
1662794132.351467,0.066957,0.340572,0.014409,0.000000
1662794132.649752,0.186987,1.120601,0.007083,0.000000
1662794132.997935,0.000000,0.000004,0.000000,0.000000
1662794133.247154,0.095383,0.604243,0.080082,0.000000
1662794133.571983,0.000000,0.000004,0.000000,0.000000
1662794133.855095,0.000000,0.000005,0.000000,0.000000
1662794134.165972,0.000000,0.000004,0.000000,0.000000
1662794134.448764,0.066605,0.340572,0.007101,0.000000
1662794134.777109,0.037528,0.142819,0.013651,0.000000
1662794135.062847,0.065675,0.153806,0.000558,0.000000
1662794135.388873,0.000000,0.000001,0.000000,0.000000
1662794135.675294,0.065675,0.032959,0.042363,0.000000
1662794136.007263,0.028146,0.010986,0.030735,0.000000
1662794136.296822,0.075057,0.010986,0.012410,0.000000
1662794136.616528,0.037528,0.000000,0.027598,0.000000
1662794136.903390,0.000000,0.000000,0.000000,0.000000
1662794137.192618,0.000000,0.000000,0.000000,0.000000
1662794137.456551,0.112585,0.032959,0.037082,0.000000
1662794137.761573,0.000000,0.000000,0.000000,0.000000
1662794138.029575,0.075057,0.010986,0.036822,0.000000
1662794138.335834,0.039133,0.021972,0.024741,0.000000
1662794138.578246,0.075057,0.021972,0.004578,0.000000
1662794138.852305,0.075057,0.000000,0.000075,0.000000
1662794139.147328,0.037528,0.000000,0.009945,0.000000
1662794139.457673,0.000000,0.000000,0.000000,0.000000
1662794139.731044,0.028146,0.010986,0.042174,0.000000
1662794140.046309,0.000000,0.000000,0.000000,0.000000
1662794140.357494,0.093821,0.010986,0.042773,0.000000
1662794140.702621,0.000000,0.000000,0.000000,0.000000
1662794141.035998,0.028146,0.010986,0.009273,0.000000
1662794141.413443,0.046911,0.010986,0.024381,0.000000
1662794141.815145,0.037528,0.021972,0.003162,0.000000
1662794142.331903,0.000000,0.000000,0.000000,0.000000
1662794142.849170,0.000000,0.000000,0.000000,0.000000
1662794143.366315,0.000000,0.000000,0.000000,0.000000
1662794143.883819,0.000000,0.000000,0.000000,0.000000
1662794144.398180,0.000000,0.000000,0.000000,0.000000
1662794144.903877,0.000000,0.000000,0.000000,0.000000
1662794145.428634,0.000000,0.000000,0.000000,0.000000
1662794145.963572,0.000000,0.000000,0.000000,0.000000
