# Auto-generated GT cone map template
# format: x,y,z
0.826,-1.555,0.046
4.242,-1.483,-0.124
9.266,-1.188,-0.197
6.714,0.184,-0.151
14.185,2.117,-0.289
9.245,1.827,-0.191
4.163,1.552,-0.105
0.864,1.439,0.089
6.755,-1.336,-0.159
14.250,-0.896,-0.315
6.704,1.690,-0.151
