scenario,frames,fused_frames,raw_fallback_frames,fused_ratio,raw_fallback_ratio,reason_counts,wait_p50_ms,wait_p95_ms,wait_p99_ms,wait_max_ms,gap_p99_ms,gap_max_ms
raw_only,40,0,40,0.000,1.000,"{""no_fused"": 40}",121.78999999999999,122.3511,122.42192999999999,122.466,100.537509765625,100.63232421875
same_stamp_normal_merge,40,40,0,1.000,0.000,"{""normal_merge"": 40}",10.156749999999999,10.595659999999999,10.638962,10.6562,100.8739404296875,100.891845703125
late_fused_within_budget,40,0,40,0.000,1.000,"{""no_fused"": 40}",120.9485,121.327,121.42051,121.456,100.556103515625,100.671142578125
late_fused_over_deadline,40,0,40,0.000,1.000,"{""no_fused"": 40}",128.48149999999998,129.23845,129.25615000000002,129.262,100.2475830078125,100.2666015625
intermittent_drop_count_mismatch,48,17,31,0.354,0.646,"{""count_mismatch"": 12, ""late_fused"": 7, ""no_fused"": 12, ""normal_merge"": 17}",70.0856,121.60289999999999,121.75424,121.758,200.3817236328125,200.443603515625
duplicate_stale_finalize,36,18,18,0.500,0.500,"{""no_fused"": 18, ""normal_merge"": 18}",72.5632,125.50399999999999,125.5983,125.599,200.286845703125,200.3251953125
callback_timer_pressure,80,0,80,0.000,1.000,"{""no_fused"": 80}",129.0765,129.50619999999998,129.57221,129.573,50.3615966796875,50.457763671875
