scenario,frames,fused_frames,raw_fallback_frames,fused_ratio,raw_fallback_ratio,reason_counts,wait_p50_ms,wait_p95_ms,wait_p99_ms,wait_max_ms,gap_p99_ms,gap_max_ms
raw_only,40,0,40,0.000,1.000,"{""no_fused"": 40}",104.928,105.31775,105.48076999999999,105.503,100.5791064453125,100.678466796875
same_stamp_normal_merge,40,40,0,1.000,0.000,"{""normal_merge"": 40}",10.06505,10.50546,10.652553,10.6827,100.8221630859375,100.86474609375
late_fused_within_budget,40,0,40,0.000,1.000,"{""no_fused"": 40}",105.64750000000001,106.1888,106.28043000000001,106.305,100.3292236328125,100.33154296875
late_fused_over_deadline,40,0,40,0.000,1.000,"{""no_fused"": 40}",104.2045,104.77324999999999,104.97556999999999,105.029,100.275361328125,100.286865234375
intermittent_drop_count_mismatch,48,12,36,0.250,0.750,"{""count_mismatch"": 12, ""no_fused"": 24, ""normal_merge"": 12}",61.828500000000005,104.01375,104.10451,104.136,184.1501904296875,184.264404296875
duplicate_stale_finalize,36,18,18,0.500,0.500,"{""no_fused"": 18, ""normal_merge"": 18}",64.056,108.63125,108.7424,108.776,188.975146484375,188.9892578125
callback_timer_pressure,80,0,80,0.000,1.000,"{""no_fused"": 80}",106.691,107.1943,107.32847,107.334,50.742890625,50.791259765625
